item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Tomás de Aquino - Introdução à vida e à obra do grande pensador medieval","Frederick C. Copleston, S.J.",Frederick,Copleston,9786587135076,6587135072,"Santo Tomás de Aquino encarnou o ideal do século XIII de uma interpretação unificada da realidade, em que razão e fé se harmonizam e filosofia e teologia se complementam. Uma das personalidades mais importantes da filosofia medieval, sua influência profunda deve-se ao modo como sintetizou o legado do pensamento antigo e a doutrina cristã numa época em que a reflexão filosófica do Ocidente se abria a vertentes gregas e islâmicas. Útil tanto para o especialista quanto para o leitor comum, esta introdução do Pe. Copleston ao pensamento do grande teólogo dominicano estabelece conexões, onde quer que seja possível, entre as idéias do Doutor Angélico e problemas da atualidade.",,2020-10-13,,,,,248,,,,,,,,,,,,,2020-12-04,1
book,"Politização da Bíblia - As raízes do Método Histórico-Crítico e a secularização da Escritura (1300-1700)","Scott Hahn, Benjamin Wiker",Scott,Hahn,9788584911059,8584911057,"O objetivo de Scott Hahn e Benjamin Wiker nesse estudo é demonstrar que os problemas da crítica histórica não são primordialmente exegéticos, mas filosóficos, e suas raízes intelectuais remontam ao nominalismo do final da Idade Média, quando surgiram maneiras alternativas de ler as Escrituras, estranhas não apenas à Igreja e sua tradição, mas às formas clássicas de interpretar textos. A crítica histórica tem, portanto, a sua própria história, e a conseqüente subordinação das Escrituras ao secularismo foi a primeira fase de sua politização. Prenúncios dessa abordagem surgiram como parte do processo de subordinação, como, por exemplo, no hábito exegético de Maquiavel de corrigir a história sagrada a partir da história secular ou pagã.",,,,,,,784,,,,,,,,,," In progress"," 2023-04-23"," ",2020-12-04,1
book,"Anchieta - O Apóstolo do Brasil","Joaquim Tomás",Joaquim,Tomás,9786599116346,,,"Minha Biblioteca Católica",2020-01-01,,"emprestado - pai, minha biblioteca católica",,,320,,,,,,,,,," Completed"," "," 2021-06-12",2020-12-05,1
book,"Seleta Brasileiros Heróis da Fé","Manuel E. Altenfelder Silva",Manuel,Silva,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,243,,,,,,,,,," Completed"," "," 2021-06-19",2020-12-05,1
book,"Poema à Virgem, O","São José de Anchieta",São,Anchieta,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,55,,,,,,,,,," Completed"," 2021-06-20"," 2021-06-20",2020-12-05,1
book,"Novo Testamento","Pe. Matos Soares",Pe.,Soares,9788584911455,,,Ecclesiae,2019-01-01,,bíblia,,,692,,,,,,,,,,,,,2020-12-05,1
book,"Catena Aurea - Vol. 3 - Evangelho de São Lucas","Santo Tomás de Aquino",Santo,Aquino,9786587135106,,,Ecclesiae,2020-11-01,"Catena Aurea",assunto.bíblia,,,692,,,,,,,,,,,,,2020-12-05,1
book,"História das Heresias e suas Refutações","Santo Afonso Maria de Ligório",Santo,Ligório,9788584911592,,,Ecclesiae,2020-08-01,,,,,819,,,,,,,,,,,,,2020-12-05,1
book,"Instrução aos católicos: sobre os mandamentos, os sacramentos e a veracidade da Fé","Santo Afonso Maria de Ligório",Santo,Ligório,9786599006593,,,CDB,2020-01-01,,"clube centro dom bosco",,,324,,,,,,,,,," Completed"," "," 2021-01-30",2020-12-08,1
book,"Dez razões que provam a veracidade da Fé Católica","Santo Edmundo Campiano",Santo,Campiano,9786599006586,,,CDB,2020-01-01,,"clube centro dom bosco",,,140,,,,,,,,,," Completed"," "," 2021-02-03",2020-12-08,1
book,"Santo Tomás: Uma biografia filosófica","G. K. Chesterton",G.,Chesterton,9786599116360,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,240,,,,,,,,,," Completed"," "," 2021-07-15",2020-12-08,1
book,"A Vida intelectual","A. D. Sertillanges",A.,Sertillanges,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,223,,,,,,,,,," Not begun"," "," ",2020-12-08,1
book,"História Eclesiástica","São João Bosco",São,Bosco,9786599226731,,,CDB,2020-01-01,,"clube centro dom bosco",,,496,,,,,,,,,," Completed"," "," 2021-03-14",2021-01-07,1
book,"A Supressão da Companhia de Jesus","João Batista Hafkemeyer",João,Hafkemeyer,9786599226786,,,CDB,2020-01-01,,"clube centro dom bosco, emprestado - pai",,,216,,,,,,,,,," Completed"," "," 2021-03-10",2021-01-07,1
book,"Santa Mônica - Mãe de Santo Agostinho","A. Brugnolo",A.,Brugnolo,9788554875046,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,75,,,,,,,,,," Completed"," 2023-06-30"," 2023-07-02",2021-01-21,1
book,Confissões,"Santo Agostinho",Santo,Agostinho,9788554875039,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,440,,,,,,,,,," Completed"," 2023-07-02"," 2023-07-22",2021-01-21,1
book,"Santo Cura d'Ars, O","Francis Trochu",Francis,Trochu,9788554875077,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,526,,,,,,,,,," Completed"," 2023-05-09"," 2023-06-01",2021-01-21,1
book,Sermões,"São João Maria Vianney",São,Vianney,,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,55,,,,,,,,,," Completed"," 2023-04-22"," 2023-04-23",2021-01-21,1
book,"História de uma Alma","Santa Teresinha do Menino Jesus",Santa,Jesus,9788554875114,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,362,,,,,,,,,,,,,2021-01-21,1
book,"A Vida da Virgem","São Máximo, o Confessor",São,Máximo,9786599116377,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,224,,,,,,,,,," Completed"," 2021-07-28"," 2021-08-10",2021-01-21,1
book,"Saltério da Virgem","São Boaventura",São,Boaventura,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,224,,,,,,,,,," Completed"," 2021-08-15"," 2021-12-14",2021-01-21,1
book,"Pequeno Ofício de Nossa Senhora",,,,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,236,,,,,,,,,," Completed"," 2021-08-16"," 2021-08-21",2021-01-21,1
book,"Livro da Vida [MBC]","Santa Teresa d'Ávila",Santa,d'Ávila,9786599116308,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,448,,,,,,,,,,,,,2021-02-01,1
book,"Carmelo Interior, O","John Wu",John,Wu,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,274,,,,,,,,,," Completed"," 2021-08-22"," 2021-09-07",2021-02-01,1
book,"Santos Carmelitas",,,,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,60,,,,,,,,,," Completed"," 2021-09-08"," 2021-09-10",2021-02-01,1
book,"A Alma de todo apostolado","Dom João Batista Chautard",Dom,Chautard,9786589415008,,,CDB,2020-01-01,,"clube centro dom bosco",,,304,,,,,,,,,," Completed"," "," 2021-04-02",2021-02-09,1
book,"Como catequizar os rudes","Santo Agostinho",Santo,Agostinho,9786599226793,,,CDB,2021-01-01,,"clube centro dom bosco",,,144,,,,,,,,,," Completed"," "," 2021-04-08",2021-02-09,1
book,"A Canção de Bernadette","Franz Werfel",Franz,Werfel,9786599116315,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,520,,,,,,,,,," Completed"," 2021-09-10"," 2021-10-10",2021-03-04,1
book,"Seleta Milagres de Lourdes",,,,,,,"Minha Biblioteca Católica",2020-01-01,,"minha biblioteca católica",,,,,,,,,,,,," Completed"," "," 2021-10-17",2021-03-04,1
book,"Nossa Senhora de Fátima","Thomas Walsh",Thomas,Walsh,9788554875015,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,266,,,,,,,,,," Completed"," 2023-02-02"," 2023-02-11",2021-03-04,1
book,"A Moral Católica","Servais-Théodore Pinckaers",Servais-Théodore,Pinckaers,9788574651958,8574651958,"Uma breve, mas profunda, exposição da moral cristã. Apoiado na Sagrada Escritura e no ensinamento dos Padres e dos Doutores da Igreja, o Autor mostra-nos que somos chamados a uma vida moral que vai além do mero cumprimento de regras e que busca a identificação com Jesus Cristo através da graça do Espírito Santo.","Quadrante - Sociedade de Publicações Culturais",,,,,,144,,,,,,,,,,,,,2021-03-12,1
book,"História da Filosofia","Padre Jaime Balmes",Padre,Balmes,9786589415039,,,CDB,2021-01-01,,"clube centro dom bosco",,,276,,,,,,,,,," Completed"," "," 2021-05-18",2021-03-12,1
book,Proslógio,"Santo Anselmo de Cantuária",Santo,Cantuária,9788594424112,,,CDB,2021-01-01,,"clube centro dom bosco",,,160,,,,,,,,,," Completed"," "," 2021-05-25",2021-03-12,1
book,"Elementos de Filosofia: v.1 - lógica","Dom Thiago Sinibaldi",Dom,Sinibaldi,9786599372308,,,"Instituto Santo Agostinho",2021-01-01,"Elementos de Filosofia",,,,312,,,,,,,,,,,,,2021-03-25,1
book,"Elementos de Filosofia: v.2 - ontologia e cosmologia","Dom Thiago Sinibaldi",Dom,Sinibaldi,9786599372315,,,"Instituto Santo Agostinho",2021-01-01,"Elementos de Filosofia",,,,656,,,,,,,,,,,,,2021-03-25,1
book,"Elementos de Filosofia: v.3 - antropologia e teodicéia","Dom Thiago Sinibaldi",Dom,Sinibaldi,9786599372322,,,"Instituto Santo Agostinho",2021-01-01,"Elementos de Filosofia",,,,592,,,,,,,,,,,,,2021-03-25,1
book,"Elementos de Filosofia: v.4 - moral","Dom Thiago Sinibaldi",Dom,Sinibaldi,9786599372339,,,"Instituto Santo Agostinho",2021-01-01,"Elementos de Filosofia",,,,296,,,,,,,,,,,,,2021-03-25,1
book,"Prática do Amor a Jesus Cristo","Santo Afonso Maria de Ligório",Santo,Ligório,9786599116322,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,256,,,,,,,,,," Completed"," "," 2021-11-08",2021-03-29,1
book,"Grande Meio da Oração, Do","Santo Afonso Maria de Ligório",Santo,Ligório,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,111,,,,,,,,,," Completed"," "," 2021-11-16",2021-03-29,1
book,"Seleta As Mais Belas Orações","Santo Afonso Maria de Ligório",Santo,Ligório,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,136,,,,,,,,,," Completed"," "," 2021-11-20",2021-03-29,1
book,"Diário de um Pároco de Aldeia","Georges Bernanos",Georges,Bernanos,9786589415084,,,CDB,2021-01-01,,"clube centro dom bosco",,,300,,,,,,,,,," Completed"," "," 2021-06-19",2021-04-02,1
book,"Sobre Escrever Mal","G. K. Chesterton",G.,Chesterton,9786589415077,,,CDB,2021-01-01,,"clube centro dom bosco",,,176,,,,,,,,,," Completed"," "," 2021-06-30",2021-04-02,1
book,"Vida e Paixão do Cordeiro de Deus","Anna Catarina Emmerich",Anna,Emmerich,9788554875084,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,388,,,,,,,,,," Completed"," 2023-02-25"," 2023-03-19",2021-04-21,1
book,"Calvário e a Missa, O","Fulton J. Sheen",Fulton,Sheen,,,,"Minha Biblioteca Católica",2018-01-01,,"assunto.liturgia, minha biblioteca católica",,,79,,,,,,,,,," Completed"," 2023-02-22"," 2023-02-24",2021-04-21,1
book,"Crônicas de São Francisco: IFioretti",,,,9786589786283,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,296,,,,,,,,,," Completed"," "," 2021-12-12",2021-05-06,1
book,"Escritos Completos de São Francisco","São Francisco",São,Francisco,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,178,,,,,,,,,," Completed"," 2021-12-13"," 2021-12-20",2021-05-06,1
book,"Santos Franciscanos",,,,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,53,,,,,,,,,," Completed"," 2021-12-21"," 2021-12-21",2021-05-06,1
book,"Caminho Reto e Seguro para Chegar ao Céu​","Santo Antônio Maria Claret",Santo,Claret,9786589415114,,,CDB,2021-01-01,,"clube centro dom bosco",,,348,,,,,,,,,," Completed"," "," 2022-04-21",2021-05-09,1
book,"Visitas ao Santíssimo Sacramento​","Santo Afonso Maria de Ligório",Santo,Ligório,9786589415107,,,CDB,2021-01-01,,"clube centro dom bosco",,,152,,,,,,,,,," Completed"," "," 2022-06-07",2021-05-09,1
book,"Perguntas e respostas concisas e familiares às objeções mais vulgares contra a religião seguido de escola sem Deus","Monsenhor de Ségur",Monsenhor,Ségur,9788554875060,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,344,,,,,,,,,,,,,2021-06-07,1
book,"História de uma Família","Stéphane Joseph Piat",Stéphane,Piat,9788554875053,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica",,,448,,,,,,,,,,,,,2021-06-07,1
book,"Novena para São Luís e Santa Zélia Martin",,,,,,,"Minha Biblioteca Católica",2018-01-01,,"minha biblioteca católica, novena",,,16,,,,,,,,,,,,,2021-06-07,1
book,"Diário de Santa Faustina, O","Santa Maria Faustina Kowalska",Santa,Kowalska,9786589786290,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,544,,,,,,,,,," Completed"," 2021-12-22"," 2022-01-21",2021-06-07,1
book,"Meditando com Santa Faustina","Susan Tassone",Susan,Tassone,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,109,,,,,,,,,," Completed"," "," 2022-03-11",2021-06-07,1
book,"Homem Moderno, O","Padre Alfredo Sáenz",Padre,Sáenz,9786589415121,,,CDB,2021-01-01,,"clube centro dom bosco",,,312,,,,,,,,,," Completed"," "," 2021-09-07",2021-06-07,1
book,"Psicologia dos Jesuítas","Padre Pedro Lippert",Padre,Lippert,9786589415138,,,CDB,2021-01-01,,"clube centro dom bosco",,,174,,,,,,,,,," Completed"," 2021-09-07"," 2021-09-13",2021-06-07,1
book,"Teologia Moral - Tomo IV","Santo Afonso Maria de Ligório",Santo,Ligório,9786589415060,,,CDB,2021-01-01,"Teologia Moral - Santo Afonso Maria de Ligório",,,,652,,,,,,,,,,,,,2021-06-15,1
book,"Catena Aurea - Vol. 4 - Evangelho de São João","Santo Tomás de Aquino",Santo,Aquino,9786587135274,,,Ecclesiae,2021-06-01,"Catena Aurea",assunto.bíblia,,,571,,,,,,,,,,,,,2021-07-04,1
book,"A Subida do Monte Carmelo","São João da Cruz",São,Cruz,9786589786269,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,344,,,,,,,,,," Completed"," 2022-01-22"," 2022-02-16",2021-07-05,1
book,"A Vida de São João da Cruz","Crisógono de Jesus Sacramentado",Crisógono,Sacramentado,9786589786276,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,232,,,,,,,,,," Completed"," "," 2022-03-05",2021-07-05,1
book,"Poesias de São João da Cruz","São João da Cruz",São,Cruz,9786589786245,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,64,,,,,,,,,," Completed"," 2022-03-06"," 2022-03-08",2021-07-05,1
book,"Catolicismo no Brasil, O","Padre Júlio Maria",Padre,Maria,9786599226755,,,CDB,2021-01-01,,"clube centro dom bosco",,,288,,,,,,,,,," Completed"," 2021-09-14"," 2021-10-18",2021-07-05,1
book,"A Vocação da América","Dom Zacarías de Vizcarra",Dom,Vizcarra,9786589415152,,,CDB,2021-01-01,,"clube centro dom bosco",,,232,,,,,,,,,," Completed"," "," 2021-11-06",2021-07-05,1
book,"Teologia do Corpo","São João Paulo II",São,II,9786589786238,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,544,,,,,,,,,," Completed"," 2022-03-09"," 2022-05-15",2021-08-03,1
book,"Papa das Multidões, O - Frases e imagens de S. João Paulo II",,,,9786589786214,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,64,,,,,,,,,," Completed"," 2022-05-15"," 2022-05-15",2021-08-03,1
book,"Loja do Ourives, A - Um Drama em Três Atos","São João Paulo II",São,II,9786589786252,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,80,,,,,,,,,," Completed"," 2022-05-16"," 2022-05-18",2021-08-03,1
book,"Liberalismo é pecado, O","Padre Félix Sardá y Salvany",Padre,Salvany,9786589415183,,,CDB,2021-01-01,,"clube centro dom bosco",,,284,,,,,,,,,," Completed"," "," 2022-01-15",2021-08-19,1
book,"Syllabus, O","Padre Augusto Estanislau Aureli",Padre,Aureli,9786589415237,,,CDB,2021-01-01,,"clube centro dom bosco",,,164,,,,,,,,,,,,,2021-08-19,1
book,"Introdução à Suma Teológica de Santo Tomás de Aquino	","Padre Martin Grabmann",Padre,Grabmann,9786589415176,,,CDB,2021-01-01,,"clube centro dom bosco",,,304,,,,,,,,,,,,,2021-09-04,1
book,"Pilares da Santa Igreja","Padre Chad Ripperger",Padre,Ripperger,9786589415213,,,CDB,2021-01-01,,"clube centro dom bosco",,,188,,,,,,,,,,,,,2021-09-04,1
book,"Vida e Glórias de São José","Edward Healy Thompson",Edward,Thompson,9786589786191,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,456,,,,,,,,,," Completed"," 2022-05-19"," 2022-06-09",2021-09-25,1
book,"Meditando com São José",,,,9786589786207,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,104,,,,,,,,,," Completed"," "," 2022-06-13",2021-09-25,1
book,"Novena de São José",,,,9786589786160,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica, novena",,,16,,,,,,,,,," Completed"," "," 2022-06-26",2021-09-25,1
book,"Vade-Mecum Filosófico","Padre Gustavo Locher",Padre,Locher,9786589415404,,,CDB,2021-01-01,,"clube centro dom bosco",,,356,,,,,,,,,,,,,2021-10-06,1
book,"Filosofia Medieval","Padre Martin Grabmann",Padre,Grabmann,9786589415381,,,CDB,2021-01-01,,"clube centro dom bosco",,,184,,,,,,,,,,,,,2021-10-06,1
book,"Vida e Milagres de Santa Clara","Tomás de Celano",Tomás,Celano,9786589786177,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,296,,,,,,,,,," Completed"," "," 2022-06-23",2021-10-06,1
book,"Direção da Alma e a Vida Perfeita, A","São Boaventura",São,Boaventura,9786589786184,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,120,,,,,,,,,," Completed"," "," 2022-06-26",2021-10-06,1
book,"Novena a Santa Clara",,,,9786589786146,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica, novena",,,16,,,,,,,,,," Completed"," 2022-06-27"," 2022-07-05",2021-10-06,1
book,"5 Linguagens do Amor, As","Gary Chapman",Gary,Chapman,9788573258929,8573258926,"As diferencas gritantes no jeito de ser e de agir de homens e mulheres ja nao sao novidade ha tempos. O que continua sendo um dilema e como fazer dar certo uma relacao entre duas pessoas que as vezes parecem ter vindo de planetas distintos. Compreender essas diferencas e parte da solucao e e nisso que Gary Chapman vai ajudar voce.Com mais de 30 anos de experiencia no aconselhamento de casais, ele percebeu que cada um de nos adota uma linguagem pela qual damos e recebemos amor. Quando o casal nao entende corretamente a linguagem predominante de cada um, a comunicacao e afetada, impedindo que se sintam amados, aceitos e valorizados.Nesta terceira edicao de sua classica obra sobre relacionamentos, que ja vendeu mais de 8 milhoes de exemplares, Gary Chapman nao so explica as cinco linguagens como apresenta um questionario para os maridos e outro para as esposas descobrirem a sua linguagem de amor. Alem disso, uma secao especial de perguntas e respostas vai esclarecer todas as suas duvidas e lhe dar o direcionamento sobre como expressar melhor seu amor a seu conjuge e ajudara voce a compreender a forma dele manifestar o amor.Gary Chapman identificou cinco formas atraves das quais as pessoas expressam e recebem as manifestacoes de amor:- palavras de afirmacao- tempo de qualidade- presentes- atos de servico- toque fisicoAprendam, voce e seu conjuge, a se comunicar atraves dessas linguagens e experimentem como e ser realmente amado e compreendido.","Mundo Cristao",2013-01-01,,,,,216,,,,,,,,,," Completed"," 2022-06-23"," 2022-06-30",2021-10-10,1
book,"Ser Ou Não Ser Santo... Eis A Questão - Compêndio Da Obra: Teologia de la Perfección Cristiana","Antonio Royo Marin",Antonio,Marin,9788584910779,8584910778,"Há mais de quarenta anos, enquanto professor de Teologia espiritual na Faculdade de Teología de San Esteban de Salamanca, o padre Royo Marín escreveu uma extensa obra de mais de mil páginas, intitulada Teologia de la perfección cristiana. Não demorou para que se tornasse referência em todo o mundo. No entanto, considerando a sua extensão, e também, como dizia o próprio padre Royo, que ""hoje em dia produz certo pânico ter de abordar um livro de mil páginas, por mais importante que seja"", ele mesmo decidiu fazer neste livro uma breve exposição daquilo que é mais importante e essencial na sua obra maior, uma espécie de vade-mécum da Teología de la perfección cristiana. Portanto, assegura o padre Royo que ""ninguém encontrará aqui nada verdadeiramente essencial que não esteja muito mais desenvolvido em nossa primeira obra; mas esta tem a indubitável vantagem de sua maior brevidade, que a torna mais acessível ao público cristão em geral"".",Ecclesiae,2018-01-01,,,,,,,,,,,,,,,,,,2021-10-12,1
book,"Progresso na Vida Espiritual","Frederick Faber, Pe.",Frederick,Faber,9786589415459,,,CDB,2021-01-01,,"clube centro dom bosco",,,404,,,,,,,,,,,,,2021-11-18,1
book,"A Perfeição da Vida","São Boaventura",São,Boaventura,9786589415398,,,CDB,2021-01-01,,"clube centro dom bosco",,,144,,,,,,,,,,,,,2021-11-18,1
book,"Ensinamentos de Santa Teresinha","Pedro T. Cavalcante, Mons.",Pedro,Cavalcante,9786589786153,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,416,,,,,,,,,," Completed"," 2022-06-29"," 2022-07-17",2021-11-18,1
book,"Teresinha em Cena - A História Ilustrada da Santa de Lisieux",,,,,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,88,,,,,,,,,," Completed"," 2022-06-27"," 2022-06-28",2021-11-18,1
book,"Enigma do Concílio Vaticano II, O","Joathas Bello",Joathas,Bello,9786599437038,,,"Veritatis Splendor",2021-01-01,,,,,773,,,,,,,,,,,,,2021-11-23,1
book,"Isto É O Meu Corpo. À Luz De Dois Hinos Eucarísticos","Raniero Cantalamessa",Raniero,Cantalamessa,9788515035694,8515035693,,Loyola,2010-01-01,,,,,,,,,,,,,,," In progress"," 2021-12-28"," ",2021-12-12,1
book,"Vidas dos Santos","Alban Butler",Alban,Butler,9786589786139,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,560,,,,,,,,,," Completed"," 2022-07-18"," 2023-07-18",2021-12-14,1
book,"Culto aos Santos","São João Crisóstomo",São,Crisóstomo,9786589786092,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,112,,,,,,,,,," Completed"," 2022-07-19"," 2022-07-26",2021-12-14,1
book,"Rainha Bertha da Alemanha","Padre Conrado de Bolanden",Padre,Bolanden,9786589415367,,,CDB,2021-01-01,,"clube centro dom bosco",,,296,,,,,,,,,,,,,2021-12-14,1
book,"Confissões de um Convertido","Padre Hugh Benson",Padre,Benson,9786589415428,,,CDB,2021-01-01,,"clube centro dom bosco",,,180,,,,,,,,,,,,,2021-12-14,1
book,"Jesus de Nazaré","Bento XVI",Bento,XVI,9786589786115,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,560,,,,,,,,,," Completed"," "," 2022-09-09",2022-01-07,1
book,"Redentor da História, O","Editorial MBC",Editorial,MBC,9786589786108,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica, novena",,,80,,,,,,,,,," Completed"," "," 2022-08-19",2022-01-07,1
book,"Meditações para Todos os Dias do Ano","Santo Afonso Maria de Ligório",Santo,Ligório,9786580449712,,,"Magnificat e Realeza",2020-01-01,,,,,1100,,,,,,,,,,,,,2022-01-11,1
book,"Critério, O","Jaime Balmes",Jaime,Balmes,9786589415374,,,CDB,2021-01-01,,"clube centro dom bosco",,,300,,,,,,,,,,,,,2022-01-22,1
book,"Fontes da Paz Intelectual, As","Léon Ollé-Laprune",Léon,Ollé-Laprune,9786589415428,,,CDB,2021-01-01,,"clube centro dom bosco",,,116,,,,,,,,,,,,,2022-01-22,1
book,"São Josemaría Escrivá: uma luz no mundo","Hugo de Azevedo",Hugo,Azevedo,9786589786085,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,448,,,,,,,,,," Completed"," 2022-09-12"," 2022-10-01",2022-01-30,1
book,"Santo do Cotidiano, O","Editorial MBC",Editorial,MBC,9786589786078,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica, novena",,,96,,,,,,,,,," Completed"," 2022-09-10"," 2022-09-23",2022-01-30,1
book,"Bíblia Sagrada [1956]",,,,9786587135441,,"Tradução do Pe. Manuel de Matos Soares de 1956, a partir dos textos em grego e hebraico.",Ecclesiae,2021-11-01,,bíblia,,,2093,,,,,,,,,,,,,2022-02-08,1
book,"Plano Pastoral (2021-2023)","Arquidiocese de Brasília",Arquidiocese,Brasília,,,,"Arquidiocese de Brasília",2021-01-01,,,,,36,,,,,,,,,," Completed"," "," 2022-02-21",2022-02-22,1
book,"Preparação para a Morte","Santo Afonso Maria de Ligório",Santo,Ligório,9786589786061,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,312,,,,,,,,,," Completed"," 2022-10-05"," 2022-10-20",2022-02-24,1
book,"Memento Mori","Editorial MBC",Editorial,MBC,9786589786017,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,104,,,,,,,,,," Completed"," 2022-10-03"," 2022-10-04",2022-02-24,1
book,"São Maximiliano Kolbe - O Mártir da Caridade","Patricia Treece",Patricia,Treece,9786589786054,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica",,,272,,,,,,,,,," Completed"," 2022-10-23"," 2022-11-03",2022-03-31,1
book,"Cavaleiro da Imaculada, O","Editorial MBC",Editorial,MBC,9786589786016,,,"Minha Biblioteca Católica",2021-01-01,,"minha biblioteca católica, novena",,,104,,,,,,,,,," Completed"," 2022-10-21"," 2022-11-03",2022-03-31,1
book,"História dos Papas","Charles A. Coulombe",Charles,Coulombe,9786589786023,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,576,,,,,,,,,," Completed"," 2022-11-08"," 2023-01-16",2022-05-06,1
book,"Tu Es Petrus","Editorial MBC",Editorial,MBC,9786589786030,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,65,,,,,,,,,," Completed"," 2022-11-09"," 2022-11-10",2022-05-06,1
book,"Santo Inácio de Loyola","J. M. S. Daurignac",J.,Daurignac,978658978600,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,320,,,,,,,,,," Completed"," 2022-12-05"," 2022-12-22",2022-05-25,1
book,"Ad Maiorem Dei Gloriam","Editorial MBC",Editorial,MBC,,,,"Minha Biblioteca Católica",2022-05-01,,"minha biblioteca católica",,,96,,,,,,,,,," Completed"," 2022-11-29"," 2022-12-01",2022-05-25,1
book,"Deus é Rei","Editorial MBC",Editorial,MBC,9786589786740,,,"Minha Biblioteca Católica",2022-06-01,,"minha biblioteca católica",,,88,,,,,,,,,,,,,2022-06-27,1
book,"Devoção ao Sagrado Coração de Jesus","Pe. Jean Croiset",Pe.,Croiset,9786589786764,,,"Minha Biblioteca Católica",2022-01-01,,"minha biblioteca católica",,,320,,,,,,,,,,,,,2022-06-27,1
